sample_id	Sodium_GUID_cram	Sodium_GUID_crai
GTEX-12WSH-0001-SM-6WSBP	https://doi.org/10.25491/kv43-4139	https://doi.org/10.25491/cwhh-aj17
GTEX-12WSI-0004-SM-6WSCD	https://doi.org/10.25491/6n1z-bx47	https://doi.org/10.25491/w76f-1751
GTEX-12WSJ-0003-SM-6WSBN	https://doi.org/10.25491/veed-zc11	https://doi.org/10.25491/yxta-j431
GTEX-12WSK-0003-SM-6WSBW	https://doi.org/10.25491/v55d-n004	https://doi.org/10.25491/y7kd-rh15
GTEX-12WSL-0003-SM-6WSBO	https://doi.org/10.25491/tw8q-yv91	https://doi.org/10.25491/qhrn-0v71
GTEX-12WSM-0001-SM-6WSBS	https://doi.org/10.25491/qz8w-7528	https://doi.org/10.25491/55t8-a156
GTEX-12WSN-0004-SM-6WSBR	https://doi.org/10.25491/9chy-sn30	https://doi.org/10.25491/3fkx-c260
GTEX-12ZZW-0003-SM-6WSBT	https://doi.org/10.25491/4d8m-vn51	https://doi.org/10.25491/f9m5-4k49
GTEX-12ZZX-0001-SM-6WSBV	https://doi.org/10.25491/43m3-6377	https://doi.org/10.25491/mbw4-gc88
GTEX-12ZZY-0004-SM-6WSCC	https://doi.org/10.25491/je6s-gz31	https://doi.org/10.25491/7yrw-jz68
GTEX-12ZZZ-0002-SM-6WSCB	https://doi.org/10.25491/g15q-n524	https://doi.org/10.25491/s9hb-e109
GTEX-13111-0003-SM-6WSCF	https://doi.org/10.25491/rvdn-h565	https://doi.org/10.25491/vpxz-k695
GTEX-13112-0004-SM-6WSBQ	https://doi.org/10.25491/85fk-ke93	https://doi.org/10.25491/y8fp-6490
GTEX-1313W-0004-SM-7DRP8	https://doi.org/10.25491/njqe-vb32	https://doi.org/10.25491/7nay-as33
GTEX-1314G-0003-SM-7DRPN	https://doi.org/10.25491/zjre-m075	https://doi.org/10.25491/2yy1-4d23
GTEX-131XE-0004-SM-7DRP4	https://doi.org/10.25491/2eec-3j74	https://doi.org/10.25491/6e4f-p212
GTEX-131XF-0004-SM-7DRPB	https://doi.org/10.25491/rhjz-w473	https://doi.org/10.25491/2sj2-zq76
GTEX-131XG-0003-SM-7DRPV	https://doi.org/10.25491/6jhj-er82	https://doi.org/10.25491/q0s1-fj27
GTEX-131XH-0003-SM-7DRPA	https://doi.org/10.25491/672f-2j59	https://doi.org/10.25491/d6ch-v317
GTEX-131XW-0002-SM-7DROR	https://doi.org/10.25491/ft4t-7p30	https://doi.org/10.25491/cx0g-0d24
GTEX-131YS-0003-SM-7DRPE	https://doi.org/10.25491/feh3-x009	https://doi.org/10.25491/c949-th02
GTEX-132NY-0001-SM-7DRPZ	https://doi.org/10.25491/e6a7-7748	https://doi.org/10.25491/kyp1-hs58
GTEX-132Q8-0004-SM-7DRQB	https://doi.org/10.25491/698a-7h98	https://doi.org/10.25491/tdmw-ar91
GTEX-132QS-0003-SM-7DROZ	https://doi.org/10.25491/3tt1-pr64	https://doi.org/10.25491/qfz0-fw19
GTEX-133LE-0001-SM-7DRPC	https://doi.org/10.25491/293h-w682	https://doi.org/10.25491/6as9-g347
GTEX-1399Q-0004-SM-7DRP9	https://doi.org/10.25491/9882-ss66	https://doi.org/10.25491/0cn9-4n81
GTEX-139D8-0001-SM-7DROC	https://doi.org/10.25491/ht5z-ca06	https://doi.org/10.25491/nmt1-9z52
GTEX-139TT-0004-SM-7DRNY	https://doi.org/10.25491/5etc-an59	https://doi.org/10.25491/tgsj-ba30
GTEX-139UW-0003-SM-6WSC8	https://doi.org/10.25491/9zyj-dv73	https://doi.org/10.25491/53jc-6c42
GTEX-139YR-0004-SM-6WSC7	https://doi.org/10.25491/rena-px21	https://doi.org/10.25491/n2zs-9m89
GTEX-13CF2-0004-SM-6WSB1	https://doi.org/10.25491/cqp3-j088	https://doi.org/10.25491/bfyk-xa84
GTEX-13CF3-0004-SM-6WSD5	https://doi.org/10.25491/1b59-jj40	https://doi.org/10.25491/2ytx-8s89
GTEX-13CIG-0004-SM-6WSC9	https://doi.org/10.25491/jnrk-8673	https://doi.org/10.25491/d2sb-b592
GTEX-13CZU-0003-SM-6WSC3	https://doi.org/10.25491/7c9p-wv91	https://doi.org/10.25491/wn37-vf62
GTEX-13CZV-0003-SM-6WSB7	https://doi.org/10.25491/qtnf-d716	https://doi.org/10.25491/35wd-0b78
GTEX-13D11-0003-SM-6WSCK	https://doi.org/10.25491/826t-fr45	https://doi.org/10.25491/tk0h-3k14
GTEX-13FH7-0004-SM-6WSB3	https://doi.org/10.25491/wmmc-cc85	https://doi.org/10.25491/nh10-tm35
GTEX-13FHO-0003-SM-6WSAZ	https://doi.org/10.25491/kqz8-g774	https://doi.org/10.25491/a4x2-gm23
GTEX-13FHP-0004-SM-6WSAX	https://doi.org/10.25491/cnqr-kx85	https://doi.org/10.25491/4np8-6g79
GTEX-13FLV-0004-SM-6WSBZ	https://doi.org/10.25491/db72-7d97	https://doi.org/10.25491/q7p3-th11
GTEX-13FLW-0003-SM-6WSC2	https://doi.org/10.25491/2z4b-5n62	https://doi.org/10.25491/8yfm-ks30
GTEX-13FTW-0003-SM-6WSBY	https://doi.org/10.25491/8zc2-qk72	https://doi.org/10.25491/dxj8-mm66
GTEX-13FTX-0004-SM-6WSC4	https://doi.org/10.25491/hh1d-xg54	https://doi.org/10.25491/5jj8-te46
GTEX-13FTY-0004-SM-6WSBL	https://doi.org/10.25491/8tyh-g403	https://doi.org/10.25491/fa7m-zv06
GTEX-13FTZ-0004-SM-6WSAY	https://doi.org/10.25491/pr4x-3x82	https://doi.org/10.25491/qx57-e222
GTEX-13FXS-0004-SM-6WSB8	https://doi.org/10.25491/6vjx-kb79	https://doi.org/10.25491/dr0b-rq51
GTEX-13G51-0004-SM-6WSBK	https://doi.org/10.25491/yqxk-3a71	https://doi.org/10.25491/t5e8-sc98
GTEX-13IVO-0004-SM-6WSBI	https://doi.org/10.25491/w2ty-h186	https://doi.org/10.25491/fpmp-3s49
GTEX-13JUV-0001-SM-6WSB6	https://doi.org/10.25491/8551-pm29	https://doi.org/10.25491/sdps-pp18
GTEX-13JVG-0003-SM-6WSBH	https://doi.org/10.25491/2t78-m684	https://doi.org/10.25491/6vqq-mn31
GTEX-13N11-0003-SM-6WSCJ	https://doi.org/10.25491/wnc4-dv14	https://doi.org/10.25491/qy46-6c74
GTEX-13N2G-0001-SM-6WSC5	https://doi.org/10.25491/6yhk-fp02	https://doi.org/10.25491/4k07-1s27
GTEX-13NYB-0004-SM-6WSC1	https://doi.org/10.25491/3e0t-d515	https://doi.org/10.25491/5kjm-h736
GTEX-13NYC-0004-SM-6WSB9	https://doi.org/10.25491/h512-dx57	https://doi.org/10.25491/kd27-1b84
GTEX-13NYS-0003-SM-6WSB2	https://doi.org/10.25491/jkt0-qc91	https://doi.org/10.25491/z1bx-5f02
GTEX-13NZ8-0004-SM-6WSBJ	https://doi.org/10.25491/cwpd-xm75	https://doi.org/10.25491/s8v5-a859
GTEX-13NZ9-0004-SM-6WSC6	https://doi.org/10.25491/0wtx-0h32	https://doi.org/10.25491/fdwm-3a42
GTEX-13NZA-0003-SM-6WSBM	https://doi.org/10.25491/307a-rh11	https://doi.org/10.25491/2fg2-sq45
GTEX-13NZB-0004-SM-6WSBX	https://doi.org/10.25491/sx47-rr21	https://doi.org/10.25491/6jhz-6n14
GTEX-13O1R-0002-SM-6WSB4	https://doi.org/10.25491/h418-ej10	https://doi.org/10.25491/n11s-0g42
GTEX-13O21-0003-SM-6WSB5	https://doi.org/10.25491/bywc-zq27	https://doi.org/10.25491/8ffn-1y08
GTEX-13O3O-0003-SM-6WSCO	https://doi.org/10.25491/77mv-t529	https://doi.org/10.25491/1kkg-m738
GTEX-13O3P-0003-SM-6WSAJ	https://doi.org/10.25491/xs58-r566	https://doi.org/10.25491/eant-p244
GTEX-13O3Q-0003-SM-6WSCX	https://doi.org/10.25491/wqtw-t238	https://doi.org/10.25491/6nm4-je67
GTEX-13O61-0003-SM-6WSAT	https://doi.org/10.25491/dk4z-8p14	https://doi.org/10.25491/1qe4-7y06
GTEX-13OVG-0003-SM-6WSAV	https://doi.org/10.25491/19y4-cr78	https://doi.org/10.25491/tp4e-ry68
GTEX-13OVH-0003-SM-6WSCP	https://doi.org/10.25491/k9mb-xa26	https://doi.org/10.25491/zy7c-ds56
GTEX-13OVI-0003-SM-6WSCW	https://doi.org/10.25491/gms8-q493	https://doi.org/10.25491/2pbf-xb08
GTEX-13OVJ-0001-SM-6WSAU	https://doi.org/10.25491/s8s1-db11	https://doi.org/10.25491/2nkq-wv83
GTEX-13OVK-0001-SM-6WSCS	https://doi.org/10.25491/nxgg-st55	https://doi.org/10.25491/pjxq-tg52
GTEX-13OVL-0003-SM-6WSD4	https://doi.org/10.25491/k8w4-3741	https://doi.org/10.25491/3e0s-e872
GTEX-13OW5-0003-SM-6WSCR	https://doi.org/10.25491/axz6-0j90	https://doi.org/10.25491/fzs8-g088
GTEX-13OW6-0002-SM-6WSAM	https://doi.org/10.25491/y2wx-ft97	https://doi.org/10.25491/h7aa-ed36
GTEX-13OW7-0001-SM-6WSD2	https://doi.org/10.25491/rjfw-2r02	https://doi.org/10.25491/hthj-he37
GTEX-13OW8-0002-SM-6WSAW	https://doi.org/10.25491/0kre-sh19	https://doi.org/10.25491/h782-cd58
GTEX-13PL6-0002-SM-6WSCU	https://doi.org/10.25491/dmgj-vw35	https://doi.org/10.25491/egjt-be18
GTEX-13PL7-0003-SM-6WSD3	https://doi.org/10.25491/mjsw-8h60	https://doi.org/10.25491/fgcm-8h78
GTEX-13PLJ-0003-SM-6WSCN	https://doi.org/10.25491/mh0n-ff69	https://doi.org/10.25491/wwyt-zk54
GTEX-13PVQ-0003-SM-7DRPY	https://doi.org/10.25491/1823-0h16	https://doi.org/10.25491/mcks-gg50
GTEX-13PVR-0003-SM-7DRNW	https://doi.org/10.25491/ne3f-ca14	https://doi.org/10.25491/rtcj-wk96
GTEX-13QBU-0003-SM-6WSD1	https://doi.org/10.25491/mg66-6j10	https://doi.org/10.25491/xada-sg24
GTEX-13QIC-0004-SM-6WSCY	https://doi.org/10.25491/5dk2-5892	https://doi.org/10.25491/2m1r-3963
GTEX-13QJ3-0002-SM-6WSD6	https://doi.org/10.25491/9v5b-3097	https://doi.org/10.25491/6a32-nh53
GTEX-13QJC-0003-SM-6WSAQ	https://doi.org/10.25491/kq3d-2184	https://doi.org/10.25491/ntak-1e87
GTEX-13RTJ-0003-SM-6WSCV	https://doi.org/10.25491/apx3-bs02	https://doi.org/10.25491/z2g4-7w96
GTEX-13RTK-0003-SM-6WSCZ	https://doi.org/10.25491/0bvn-4v13	https://doi.org/10.25491/5926-zk46
GTEX-13S7M-0003-SM-6WSAH	https://doi.org/10.25491/kqw4-fy05	https://doi.org/10.25491/yex4-z781
GTEX-13S86-0003-SM-6WSCT	https://doi.org/10.25491/4na3-jw23	https://doi.org/10.25491/fyk2-zf45
GTEX-13SLW-0003-SM-6WSAP	https://doi.org/10.25491/vwf6-z207	https://doi.org/10.25491/jnpb-9310
GTEX-13SLX-0003-SM-6WSAO	https://doi.org/10.25491/nxny-s851	https://doi.org/10.25491/bed2-ac70
GTEX-13U4I-0004-SM-6WSAN	https://doi.org/10.25491/ecsy-q068	https://doi.org/10.25491/y0ed-w605
GTEX-13VXT-0003-SM-6WSCL	https://doi.org/10.25491/74ge-na13	https://doi.org/10.25491/67ya-jj69
GTEX-13VXU-0004-SM-6WSAS	https://doi.org/10.25491/ptw3-cc85	https://doi.org/10.25491/gg5x-2330
GTEX-13W3W-0004-SM-6WSCQ	https://doi.org/10.25491/a9bq-h373	https://doi.org/10.25491/2tjj-d912
GTEX-13W46-0003-SM-6WSAK	https://doi.org/10.25491/9ykb-hp68	https://doi.org/10.25491/18k8-ej38
GTEX-13X6H-0001-SM-6WSCM	https://doi.org/10.25491/ndhh-hz18	https://doi.org/10.25491/0qny-0p63
GTEX-13X6I-0002-SM-6WSAR	https://doi.org/10.25491/t7n3-gd74	https://doi.org/10.25491/1nwy-pr14
GTEX-13X6J-0002-SM-6WSAI	https://doi.org/10.25491/d220-1540	https://doi.org/10.25491/5yyy-3k77
GTEX-13X6K-0003-SM-6WSAL	https://doi.org/10.25491/j5sc-x230	https://doi.org/10.25491/sa5j-7339
GTEX-145MF-0004-SM-7DRP1	https://doi.org/10.25491/phrp-6r15	https://doi.org/10.25491/07wj-qw59
GTEX-145MG-0002-SM-7DROJ	https://doi.org/10.25491/5krb-qc63	https://doi.org/10.25491/g2r2-xa62
GTEX-145MH-0001-SM-7DRP2	https://doi.org/10.25491/v6y6-sj92	https://doi.org/10.25491/mt9p-xx09
GTEX-145MI-0001-SM-7DRO7	https://doi.org/10.25491/7h8a-v225	https://doi.org/10.25491/72pa-3y70
GTEX-145MN-0001-SM-7DROT	https://doi.org/10.25491/dkzd-3z88	https://doi.org/10.25491/aj4w-5p12
GTEX-145MO-0001-SM-7DROL	https://doi.org/10.25491/qhrh-q920	https://doi.org/10.25491/jebj-ps04
GTEX-146FH-0002-SM-6WSBB	https://doi.org/10.25491/0h2n-kz13	https://doi.org/10.25491/x63y-qx58
GTEX-146FQ-0003-SM-6WSCH	https://doi.org/10.25491/5tpw-j792	https://doi.org/10.25491/v8sa-t163
GTEX-146FR-0004-SM-6WSBD	https://doi.org/10.25491/svfm-ba29	https://doi.org/10.25491/e7be-3z38
GTEX-14753-0003-SM-6WSBF	https://doi.org/10.25491/w2aa-zy61	https://doi.org/10.25491/azce-xg95
GTEX-1477Z-0003-SM-6WSBA	https://doi.org/10.25491/fg1n-nj11	https://doi.org/10.25491/aa01-xj82
GTEX-147F3-0002-SM-6WSBE	https://doi.org/10.25491/0y8p-0a82	https://doi.org/10.25491/0gmq-yy14
GTEX-147F4-0003-SM-6WSBG	https://doi.org/10.25491/6fyd-an04	https://doi.org/10.25491/5838-vz45
GTEX-147GR-0003-SM-6WSBC	https://doi.org/10.25491/2mhy-9n22	https://doi.org/10.25491/bspg-v180
GTEX-147JS-0003-SM-7DRO2	https://doi.org/10.25491/vtpg-eq79	https://doi.org/10.25491/rcnp-3q52
GTEX-148VI-0002-SM-7DROU	https://doi.org/10.25491/ap9j-cb27	https://doi.org/10.25491/bn6y-5s30
GTEX-148VJ-0002-SM-7DRO4	https://doi.org/10.25491/y30z-jc34	https://doi.org/10.25491/x7gj-c240
GTEX-1497J-0004-SM-7DRPQ	https://doi.org/10.25491/9qdv-7050	https://doi.org/10.25491/yjc1-ym22
GTEX-14A5H-0004-SM-7DRO9	https://doi.org/10.25491/xehk-t602	https://doi.org/10.25491/dzr6-t744
GTEX-14A5I-0004-SM-7DRO1	https://doi.org/10.25491/k4ny-3z10	https://doi.org/10.25491/rptk-dx38
GTEX-14A6H-0003-SM-7DROY	https://doi.org/10.25491/58hp-vf36	https://doi.org/10.25491/mq9d-w443
GTEX-14ABY-0003-SM-7DRQD	https://doi.org/10.25491/hrn1-mq12	https://doi.org/10.25491/2jgx-zb24
GTEX-14AS3-0003-SM-7DRO8	https://doi.org/10.25491/7f6t-d263	https://doi.org/10.25491/b4qv-rf43
GTEX-14ASI-0001-SM-7DROX	https://doi.org/10.25491/qgt9-h202	https://doi.org/10.25491/hvwt-7v44
GTEX-14B4R-0004-SM-7DRQ2	https://doi.org/10.25491/peve-k254	https://doi.org/10.25491/c7aa-bz46
GTEX-14BIL-0004-SM-7DRO6	https://doi.org/10.25491/m5mk-8m18	https://doi.org/10.25491/r2gd-n149
GTEX-14BIM-0002-SM-7DROA	https://doi.org/10.25491/xqcw-za45	https://doi.org/10.25491/hfzq-ba90
GTEX-14BIN-0004-SM-7DROI	https://doi.org/10.25491/9wk3-fp40	https://doi.org/10.25491/fnk5-1z31
GTEX-14BMU-0003-SM-7DRNV	https://doi.org/10.25491/etre-yq61	https://doi.org/10.25491/0j5c-p062
GTEX-14BMV-0002-SM-7DRNQ	https://doi.org/10.25491/wpsy-bg09	https://doi.org/10.25491/jr5d-t195
GTEX-14C38-0003-SM-7DRO3	https://doi.org/10.25491/cvmg-5796	https://doi.org/10.25491/zk22-s721
GTEX-14C39-0004-SM-7DROE	https://doi.org/10.25491/3yg8-an61	https://doi.org/10.25491/fads-c164
GTEX-14C5O-0002-SM-7DRQF	https://doi.org/10.25491/7ggp-e658	https://doi.org/10.25491/f1xm-ee20
GTEX-14DAQ-0004-SM-7DROH	https://doi.org/10.25491/m0q3-9886	https://doi.org/10.25491/4smq-d725
GTEX-14DAR-0004-SM-7DROF	https://doi.org/10.25491/pvpv-9y66	https://doi.org/10.25491/ga6q-g605
GTEX-14E1K-0003-SM-7DROG	https://doi.org/10.25491/zyjk-v769	https://doi.org/10.25491/hka7-9j92
GTEX-14E6C-0002-SM-7DROW	https://doi.org/10.25491/6pvw-cj13	https://doi.org/10.25491/fwt7-v757
GTEX-14E6D-0002-SM-7DROV	https://doi.org/10.25491/beb1-s369	https://doi.org/10.25491/ycrb-8g21
GTEX-14E6E-0001-SM-7DRNZ	https://doi.org/10.25491/vh7s-7r97	https://doi.org/10.25491/caq7-jk59
GTEX-14E7W-0001-SM-7DROS	https://doi.org/10.25491/vded-wf17	https://doi.org/10.25491/qgnv-xk75
GTEX-14H4A-0003-SM-7DRO5	https://doi.org/10.25491/jz80-k487	https://doi.org/10.25491/dapx-jf48
GTEX-14ICK-0004-SM-7DROB	https://doi.org/10.25491/490e-ds55	https://doi.org/10.25491/sw6x-tp83
GTEX-14ICL-0004-SM-7DRNX	https://doi.org/10.25491/r8e4-ww53	https://doi.org/10.25491/y0kg-2848
GTEX-14JG1-0002-SM-7DRNT	https://doi.org/10.25491/jmww-8225	https://doi.org/10.25491/7p7v-v237
GTEX-14JG6-0004-SM-7DRNR	https://doi.org/10.25491/yt30-2556	https://doi.org/10.25491/5bqr-vw40
GTEX-14JIY-0004-SM-7DRNU	https://doi.org/10.25491/n6c0-y891	https://doi.org/10.25491/m0bj-zg13
GTEX-14LLW-0002-SM-7DRNS	https://doi.org/10.25491/9aj4-9596	https://doi.org/10.25491/1904-1d32
GTEX-14LZ3-0003-SM-7DLGY	https://doi.org/10.25491/7fy4-9269	https://doi.org/10.25491/9ntc-q033
GTEX-14PHW-0002-SM-7DROQ	https://doi.org/10.25491/51f9-s263	https://doi.org/10.25491/weh2-rk90
GTEX-14PHX-0001-SM-7DLGQ	https://doi.org/10.25491/7c67-rr36	https://doi.org/10.25491/bkh7-4p29
GTEX-14PHY-0002-SM-7DLFV	https://doi.org/10.25491/tfjw-8h63	https://doi.org/10.25491/ke8n-y512
GTEX-14PII-0004-SM-7DROO	https://doi.org/10.25491/wnm5-jq10	https://doi.org/10.25491/r8d6-0313
GTEX-14PJ2-0002-SM-7DROD	https://doi.org/10.25491/p7ws-qg63	https://doi.org/10.25491/4b1q-9k84
GTEX-14PJ3-0004-SM-7DROK	https://doi.org/10.25491/36v7-9535	https://doi.org/10.25491/gk0d-ey95
GTEX-14PJ4-0004-SM-7DROM	https://doi.org/10.25491/980y-3098	https://doi.org/10.25491/e4je-yv24
GTEX-14PJ5-0001-SM-7DROP	https://doi.org/10.25491/h4jj-8w48	https://doi.org/10.25491/1xh0-fs52
GTEX-14PJ6-0001-SM-7DLF2	https://doi.org/10.25491/81v0-hr76	https://doi.org/10.25491/rkef-xs23
GTEX-14PJM-0003-SM-7DLG8	https://doi.org/10.25491/87nz-r521	https://doi.org/10.25491/ydc2-bm28
GTEX-14PJN-0002-SM-7DRP3	https://doi.org/10.25491/0vkm-9e81	https://doi.org/10.25491/sy83-cq82
GTEX-14PJO-0003-SM-7DRON	https://doi.org/10.25491/hg2e-d869	https://doi.org/10.25491/qqd0-zs92
GTEX-14PJP-0001-SM-7DLEZ	https://doi.org/10.25491/5w78-kn20	https://doi.org/10.25491/4eb1-nf84
GTEX-14PK6-0003-SM-7DRPF	https://doi.org/10.25491/htyg-0j64	https://doi.org/10.25491/2ksm-f221
GTEX-14PKU-0004-SM-7DLF7	https://doi.org/10.25491/mans-rg08	https://doi.org/10.25491/5qdc-tj93
GTEX-14PKV-0002-SM-7DLG9	https://doi.org/10.25491/nh8y-kt87	https://doi.org/10.25491/bz05-ba38
