sample_id	Sodium_GUID_cram	Sodium_GUID_crai
GTEX-111CU-1326-SM-5NQ8L	https://doi.org/10.25491/sm4s-zk05	https://doi.org/10.25491/2adr-fa27
GTEX-111CU-1426-SM-5GZYP	https://doi.org/10.25491/6fta-n251	https://doi.org/10.25491/6bt3-r102
GTEX-111CU-1526-SM-5N9FS	https://doi.org/10.25491/dgcj-4340	https://doi.org/10.25491/vv9e-2s53
GTEX-111CU-1726-SM-5EGHM	https://doi.org/10.25491/fmpw-mh38	https://doi.org/10.25491/r9r0-hx45
GTEX-111CU-1826-SM-5GZYN	https://doi.org/10.25491/kdgt-wz57	https://doi.org/10.25491/hra2-1f37
GTEX-111CU-1926-SM-5GZYZ	https://doi.org/10.25491/vsvq-k665	https://doi.org/10.25491/yy5s-wm97
GTEX-111CU-2026-SM-5GZZC	https://doi.org/10.25491/4znc-5x30	https://doi.org/10.25491/s0dn-d956
GTEX-111CU-2226-SM-5N9G5	https://doi.org/10.25491/kfjc-7529	https://doi.org/10.25491/79b4-gr62
GTEX-111FC-0126-SM-5N9DL	https://doi.org/10.25491/h3kn-7s30	https://doi.org/10.25491/ct2q-vd49
GTEX-111FC-0226-SM-5N9B8	https://doi.org/10.25491/3a4v-nd28	https://doi.org/10.25491/gcbq-7a24
GTEX-111FC-0326-SM-5GZZ1	https://doi.org/10.25491/zcfq-mk25	https://doi.org/10.25491/rwpj-3923
GTEX-111FC-0426-SM-5N9CV	https://doi.org/10.25491/6n4t-7j78	https://doi.org/10.25491/9d12-2p69
GTEX-111FC-0526-SM-5GZZ8	https://doi.org/10.25491/53fx-9h24	https://doi.org/10.25491/f2vh-3q51
GTEX-111FC-0626-SM-5N9CU	https://doi.org/10.25491/bzc7-w312	https://doi.org/10.25491/6nhd-xn86
GTEX-111FC-0826-SM-5GZWO	https://doi.org/10.25491/hj04-rx38	https://doi.org/10.25491/5bmf-7c06
GTEX-111FC-1026-SM-5GZX1	https://doi.org/10.25491/stym-ea84	https://doi.org/10.25491/z4n1-c226
GTEX-111FC-1126-SM-5GZWU	https://doi.org/10.25491/c2wh-3q87	https://doi.org/10.25491/a51b-9774
GTEX-111FC-1326-SM-5N9D9	https://doi.org/10.25491/te2f-8t35	https://doi.org/10.25491/hzgr-bv40
GTEX-111FC-1426-SM-5N9C7	https://doi.org/10.25491/39wj-h895	https://doi.org/10.25491/6nsp-7750
GTEX-111FC-1926-SM-5GZYC	https://doi.org/10.25491/w3dg-nc53	https://doi.org/10.25491/mmxz-mf63
GTEX-111FC-2026-SM-5GZYO	https://doi.org/10.25491/5b7q-8955	https://doi.org/10.25491/1mqr-cs42
GTEX-111FC-2526-SM-5GZXU	https://doi.org/10.25491/z2xg-h403	https://doi.org/10.25491/bd7e-gt15
GTEX-111FC-2926-SM-5GZY7	https://doi.org/10.25491/njwr-mh15	https://doi.org/10.25491/0y6e-jk97
GTEX-111FC-3026-SM-5GZYJ	https://doi.org/10.25491/z7k8-t496	https://doi.org/10.25491/2kkx-g283
GTEX-111FC-3126-SM-5GZZ2	https://doi.org/10.25491/et5k-3886	https://doi.org/10.25491/0ddb-sc34
GTEX-111FC-3326-SM-5GZYV	https://doi.org/10.25491/51vz-vy72	https://doi.org/10.25491/q38x-gg55
GTEX-111VG-0008-SM-5Q5BG	https://doi.org/10.25491/7xry-5d94	https://doi.org/10.25491/ngwk-jd95
GTEX-111VG-0326-SM-5GZX7	https://doi.org/10.25491/8nqw-f563	https://doi.org/10.25491/7apv-kt13
GTEX-111VG-0526-SM-5N9BW	https://doi.org/10.25491/h778-x252	https://doi.org/10.25491/wrqg-1w50
GTEX-111VG-0726-SM-5GIDC	https://doi.org/10.25491/nq5t-zv86	https://doi.org/10.25491/58ye-v139
GTEX-111VG-1626-SM-5EGIO	https://doi.org/10.25491/byw4-6j52	https://doi.org/10.25491/z4qp-aj77
GTEX-111VG-1926-SM-5GIDO	https://doi.org/10.25491/q9rj-wp65	https://doi.org/10.25491/srh1-8483
GTEX-111VG-2226-SM-5N9DU	https://doi.org/10.25491/f3ng-6m77	https://doi.org/10.25491/0sbd-yr34
GTEX-111VG-2326-SM-5N9BK	https://doi.org/10.25491/stka-4e21	https://doi.org/10.25491/czq2-0z49
GTEX-111VG-2426-SM-5GZXD	https://doi.org/10.25491/8y6h-pd69	https://doi.org/10.25491/p1fv-2x55
GTEX-111VG-2526-SM-5GZXP	https://doi.org/10.25491/vmbx-4r93	https://doi.org/10.25491/9bz9-y491
GTEX-111VG-2626-SM-5GZY2	https://doi.org/10.25491/drsf-3d83	https://doi.org/10.25491/xdeg-mv81
GTEX-111YS-0006-SM-5NQBE	https://doi.org/10.25491/dmd8-rj65	https://doi.org/10.25491/9nvy-wr14
GTEX-111YS-0008-SM-5Q5BH	https://doi.org/10.25491/x1q1-5175	https://doi.org/10.25491/7wjy-c416
GTEX-111YS-0126-SM-5987T	https://doi.org/10.25491/dkrg-f493	https://doi.org/10.25491/zf4h-0g47
GTEX-111YS-0326-SM-5GZZ3	https://doi.org/10.25491/v1nt-f962	https://doi.org/10.25491/t38c-7053
GTEX-111YS-0426-SM-5987O	https://doi.org/10.25491/vkwr-vf46	https://doi.org/10.25491/8hxw-z393
GTEX-111YS-0526-SM-5GZXJ	https://doi.org/10.25491/qqek-rw59	https://doi.org/10.25491/wqpb-fq77
GTEX-111YS-0626-SM-5GZXV	https://doi.org/10.25491/d19v-ad24	https://doi.org/10.25491/3asz-cp90
GTEX-111YS-0726-SM-5GZY8	https://doi.org/10.25491/phq2-9754	https://doi.org/10.25491/d1ne-4677
GTEX-111YS-0826-SM-5GZYK	https://doi.org/10.25491/1q5n-dk06	https://doi.org/10.25491/p85q-x151
GTEX-111YS-0926-SM-5EGGI	https://doi.org/10.25491/0j6d-1t49	https://doi.org/10.25491/5y1z-0j95
GTEX-111YS-1026-SM-5GZYE	https://doi.org/10.25491/k7ba-8232	https://doi.org/10.25491/2v6v-0133
GTEX-111YS-1126-SM-5GZYQ	https://doi.org/10.25491/rnes-vd50	https://doi.org/10.25491/1htb-xe86
GTEX-111YS-1226-SM-5EGGJ	https://doi.org/10.25491/856h-ja39	https://doi.org/10.25491/v39f-j414
GTEX-111YS-1326-SM-5EGGK	https://doi.org/10.25491/erqn-n909	https://doi.org/10.25491/3ewt-a181
GTEX-111YS-1426-SM-5GID8	https://doi.org/10.25491/grrj-vh58	https://doi.org/10.25491/r1zx-8x31
GTEX-111YS-1526-SM-5GZYW	https://doi.org/10.25491/kgnr-v786	https://doi.org/10.25491/drm2-pq65
GTEX-111YS-1626-SM-5GZZ9	https://doi.org/10.25491/rgfd-xr70	https://doi.org/10.25491/d03y-dx60
GTEX-111YS-1726-SM-5GIED	https://doi.org/10.25491/4ygz-mr28	https://doi.org/10.25491/wg6w-yk07
GTEX-111YS-1826-SM-5GIEP	https://doi.org/10.25491/wnr5-t012	https://doi.org/10.25491/nyqg-3374
GTEX-111YS-1926-SM-5GICC	https://doi.org/10.25491/qzmn-0460	https://doi.org/10.25491/622h-gb54
GTEX-111YS-2026-SM-5EGGL	https://doi.org/10.25491/3a6b-pt71	https://doi.org/10.25491/bns5-he10
GTEX-111YS-2126-SM-5EGGM	https://doi.org/10.25491/vv21-9b84	https://doi.org/10.25491/pwyj-0273
GTEX-111YS-2226-SM-5987P	https://doi.org/10.25491/0d70-hh14	https://doi.org/10.25491/9fs5-7v57
GTEX-111YS-2326-SM-5987L	https://doi.org/10.25491/qvyf-bd76	https://doi.org/10.25491/0x4f-vj51
GTEX-111YS-2426-SM-5GZZQ	https://doi.org/10.25491/aepr-xj91	https://doi.org/10.25491/35g9-nc96
GTEX-1122O-0003-SM-5Q5DL	https://doi.org/10.25491/2yfn-k198	https://doi.org/10.25491/xxw7-ts79
GTEX-1122O-0005-SM-5O99J	https://doi.org/10.25491/0btq-qk66	https://doi.org/10.25491/tq3h-fk19
GTEX-1122O-0008-SM-5QGR2	https://doi.org/10.25491/m9rh-mp07	https://doi.org/10.25491/yv8d-xa57
GTEX-1122O-0126-SM-5GICA	https://doi.org/10.25491/0gx1-qx83	https://doi.org/10.25491/xj8z-gh76
GTEX-1122O-0226-SM-5N9DA	https://doi.org/10.25491/y5nc-e653	https://doi.org/10.25491/g0s5-w859
GTEX-1122O-0326-SM-5H124	https://doi.org/10.25491/h30z-rm35	https://doi.org/10.25491/j7s6-9w92
GTEX-1122O-0426-SM-5H12G	https://doi.org/10.25491/px8k-tt17	https://doi.org/10.25491/s4sm-3m72
GTEX-1122O-0526-SM-5N9DM	https://doi.org/10.25491/bcdd-3p33	https://doi.org/10.25491/qhs5-3c49
GTEX-1122O-0626-SM-5N9B9	https://doi.org/10.25491/6kjc-np36	https://doi.org/10.25491/1yhz-qn76
GTEX-1122O-0726-SM-5GIEV	https://doi.org/10.25491/866y-w089	https://doi.org/10.25491/hmzk-t305
GTEX-1122O-0826-SM-5GICV	https://doi.org/10.25491/p8sb-1s65	https://doi.org/10.25491/x8dk-bb58
GTEX-1122O-0926-SM-5N9C9	https://doi.org/10.25491/amh5-mx33	https://doi.org/10.25491/n9fn-yv38
GTEX-1122O-1126-SM-5NQ8X	https://doi.org/10.25491/cgn0-x657	https://doi.org/10.25491/1dbb-f831
GTEX-1122O-1226-SM-5H113	https://doi.org/10.25491/svnd-9j06	https://doi.org/10.25491/7hrq-zk94
GTEX-1122O-1326-SM-5H11F	https://doi.org/10.25491/9yn4-ef67	https://doi.org/10.25491/s2b3-3w45
GTEX-1122O-1426-SM-5H11R	https://doi.org/10.25491/r79s-ac18	https://doi.org/10.25491/s291-d840
GTEX-1122O-1526-SM-5N9CL	https://doi.org/10.25491/b2yr-6291	https://doi.org/10.25491/yt30-e859
GTEX-1122O-1626-SM-5N9CX	https://doi.org/10.25491/cgft-ax89	https://doi.org/10.25491/b335-4436
GTEX-1122O-1726-SM-5GICM	https://doi.org/10.25491/3gmy-1220	https://doi.org/10.25491/d2wq-a070
GTEX-1122O-1826-SM-5EGIP	https://doi.org/10.25491/t7jx-kh56	https://doi.org/10.25491/ww1k-6x52
GTEX-1122O-1926-SM-5EGIQ	https://doi.org/10.25491/ns95-6z42	https://doi.org/10.25491/8g0e-j324
GTEX-1122O-2026-SM-5NQ91	https://doi.org/10.25491/6shz-b732	https://doi.org/10.25491/z891-vf58
GTEX-1122O-2126-SM-5EGIR	https://doi.org/10.25491/bgfa-b532	https://doi.org/10.25491/r29w-gw65
GTEX-1122O-2426-SM-5GIDN	https://doi.org/10.25491/h2nd-ae33	https://doi.org/10.25491/0bss-zt63
GTEX-1128S-0005-SM-5P9HI	https://doi.org/10.25491/s4xn-3q20	https://doi.org/10.25491/xfxb-y883
GTEX-1128S-0008-SM-5Q5DP	https://doi.org/10.25491/ap06-5f11	https://doi.org/10.25491/vqhg-nw49
GTEX-1128S-0126-SM-5H12S	https://doi.org/10.25491/jt42-0v34	https://doi.org/10.25491/2yh0-fg67
GTEX-1128S-0326-SM-5GZZF	https://doi.org/10.25491/ap50-0x42	https://doi.org/10.25491/0asp-b625
GTEX-1128S-0726-SM-5N9D6	https://doi.org/10.25491/p5je-ck60	https://doi.org/10.25491/rw1y-3949
GTEX-1128S-0826-SM-5GZZI	https://doi.org/10.25491/pr1m-tm70	https://doi.org/10.25491/ch7q-ek62
GTEX-1128S-0926-SM-5GZZU	https://doi.org/10.25491/gr06-sw89	https://doi.org/10.25491/3at9-b281
GTEX-1128S-1626-SM-5H12O	https://doi.org/10.25491/8g4j-j280	https://doi.org/10.25491/e3s7-s563
GTEX-1128S-2126-SM-5H12U	https://doi.org/10.25491/9kqc-gn31	https://doi.org/10.25491/e07w-x321
GTEX-1128S-2326-SM-5GZZY	https://doi.org/10.25491/jy0a-9w08	https://doi.org/10.25491/wtng-pq39
GTEX-1128S-2426-SM-5H11B	https://doi.org/10.25491/r4zj-fe65	https://doi.org/10.25491/hrfh-rk22
GTEX-1128S-2526-SM-5H11N	https://doi.org/10.25491/y0g5-hy65	https://doi.org/10.25491/vfxm-rs11
GTEX-1128S-2626-SM-5H11Z	https://doi.org/10.25491/vz53-es07	https://doi.org/10.25491/q9vk-qc90
GTEX-1128S-2726-SM-5H12C	https://doi.org/10.25491/3xaq-va91	https://doi.org/10.25491/ps1e-3m31
GTEX-1128S-2826-SM-5N9DI	https://doi.org/10.25491/tepb-ah46	https://doi.org/10.25491/bs9y-9e60
GTEX-113IC-0006-SM-5NQ9C	https://doi.org/10.25491/e9hd-0c57	https://doi.org/10.25491/zm6g-3m24
GTEX-113IC-0008-SM-5QGRF	https://doi.org/10.25491/6pen-nt42	https://doi.org/10.25491/sf8h-rb72
GTEX-113IC-0126-SM-5HL6T	https://doi.org/10.25491/y9r1-f489	https://doi.org/10.25491/nm13-k518
GTEX-113IC-0226-SM-5HL5C	https://doi.org/10.25491/k6w8-h628	https://doi.org/10.25491/btan-tg13
GTEX-113IC-0426-SM-5HL5O	https://doi.org/10.25491/pmze-f746	https://doi.org/10.25491/6c1t-qk91
GTEX-113IC-0526-SM-5HL76	https://doi.org/10.25491/6wnw-hv44	https://doi.org/10.25491/tnej-g545
GTEX-113JC-0006-SM-5O997	https://doi.org/10.25491/a8e5-xb53	https://doi.org/10.25491/f7rh-x670
GTEX-113JC-0008-SM-5QGR6	https://doi.org/10.25491/9xj2-5d50	https://doi.org/10.25491/hnj5-5377
GTEX-113JC-0126-SM-5EGJW	https://doi.org/10.25491/1d0a-1f49	https://doi.org/10.25491/2y21-w805
GTEX-113JC-0726-SM-5GZZR	https://doi.org/10.25491/cnx4-nr77	https://doi.org/10.25491/cm7g-ef87
GTEX-113JC-0926-SM-5H114	https://doi.org/10.25491/2hb9-mb91	https://doi.org/10.25491/nm9s-1b51
GTEX-113JC-1026-SM-5H117	https://doi.org/10.25491/sgvh-7k69	https://doi.org/10.25491/kkv5-qd17
GTEX-113JC-1926-SM-5N9GE	https://doi.org/10.25491/fy1s-bj71	https://doi.org/10.25491/9q0v-0408
GTEX-113JC-2226-SM-5EGJG	https://doi.org/10.25491/fsqw-qz60	https://doi.org/10.25491/5va0-ba66
GTEX-113JC-2326-SM-5EQ4E	https://doi.org/10.25491/e237-zx88	https://doi.org/10.25491/0e8j-5a53
GTEX-113JC-2726-SM-5EGIS	https://doi.org/10.25491/fnvd-e922	https://doi.org/10.25491/6x9b-xs16
GTEX-113JC-2826-SM-5EGIT	https://doi.org/10.25491/kvcy-1e32	https://doi.org/10.25491/gm0x-1666
GTEX-117XS-0005-SM-5PNU6	https://doi.org/10.25491/tm9e-g747	https://doi.org/10.25491/tyz9-5w45
GTEX-117XS-0008-SM-5Q5DQ	https://doi.org/10.25491/qvgv-6x39	https://doi.org/10.25491/3hzy-g520
GTEX-117XS-0426-SM-5GZZN	https://doi.org/10.25491/x35z-dw51	https://doi.org/10.25491/3b81-jf64
GTEX-117XS-0526-SM-5987Q	https://doi.org/10.25491/23xd-cw26	https://doi.org/10.25491/njf7-7r93
GTEX-117XS-0726-SM-5H131	https://doi.org/10.25491/sztf-px54	https://doi.org/10.25491/hp43-6j68
GTEX-117XS-1926-SM-5GICO	https://doi.org/10.25491/23mw-dz12	https://doi.org/10.25491/qfyf-en77
GTEX-117XS-2026-SM-5GID1	https://doi.org/10.25491/z90n-p913	https://doi.org/10.25491/v70t-hq41
GTEX-117XS-2226-SM-5GIE1	https://doi.org/10.25491/fhwq-fx21	https://doi.org/10.25491/e32p-f179
GTEX-117XS-2526-SM-5H11G	https://doi.org/10.25491/xhkv-1k54	https://doi.org/10.25491/34pq-2030
GTEX-117XS-2726-SM-5N9BL	https://doi.org/10.25491/qptm-6c11	https://doi.org/10.25491/tts0-9757
GTEX-117XS-2926-SM-5N9BX	https://doi.org/10.25491/3my5-pb70	https://doi.org/10.25491/3brc-ad17
GTEX-117XS-3026-SM-5N9CA	https://doi.org/10.25491/wfwa-y306	https://doi.org/10.25491/b356-c584
GTEX-117XS-3126-SM-5GIDP	https://doi.org/10.25491/yd6p-db82	https://doi.org/10.25491/w1wy-jb86
GTEX-117YW-0005-SM-5NQ8Z	https://doi.org/10.25491/jtez-4x45	https://doi.org/10.25491/byed-1c82
GTEX-117YW-0008-SM-5QGRD	https://doi.org/10.25491/6t91-f975	https://doi.org/10.25491/t6y6-ee87
GTEX-117YW-0126-SM-5EGGN	https://doi.org/10.25491/47pz-3s67	https://doi.org/10.25491/7knr-k167
GTEX-117YW-0226-SM-5N9CM	https://doi.org/10.25491/rpf5-hf12	https://doi.org/10.25491/pw76-jt42
GTEX-117YW-0326-SM-5N9CY	https://doi.org/10.25491/ywzg-hn71	https://doi.org/10.25491/yw68-ed38
GTEX-117YW-0426-SM-5GZZZ	https://doi.org/10.25491/wj1p-q335	https://doi.org/10.25491/tqee-6r08
GTEX-117YW-0526-SM-5H11C	https://doi.org/10.25491/sar2-hf42	https://doi.org/10.25491/0g63-d437
GTEX-117YW-0826-SM-5H11O	https://doi.org/10.25491/s0f3-ng60	https://doi.org/10.25491/4jca-wh64
GTEX-117YW-1426-SM-5EGGO	https://doi.org/10.25491/y4e3-dq32	https://doi.org/10.25491/96qe-8m33
GTEX-117YW-1526-SM-5EGGP	https://doi.org/10.25491/zjtr-5n37	https://doi.org/10.25491/s8ve-fv04
GTEX-117YW-1826-SM-5PNY5	https://doi.org/10.25491/cjjb-9z19	https://doi.org/10.25491/9sgz-7q41
GTEX-117YW-1926-SM-5H121	https://doi.org/10.25491/cr87-jp55	https://doi.org/10.25491/enzz-jf18
GTEX-117YW-2026-SM-5N9BH	https://doi.org/10.25491/99yt-sq70	https://doi.org/10.25491/jx27-cz32
GTEX-117YW-2226-SM-5N9DB	https://doi.org/10.25491/wpea-df41	https://doi.org/10.25491/vbmq-n832
GTEX-117YW-2426-SM-5Q5AE	https://doi.org/10.25491/9ntb-v102	https://doi.org/10.25491/93ka-0b53
GTEX-117YW-2626-SM-5GZZH	https://doi.org/10.25491/zkfd-3d65	https://doi.org/10.25491/rnew-v088
GTEX-117YW-2726-SM-5GZZT	https://doi.org/10.25491/bv4m-wa47	https://doi.org/10.25491/nvyd-t442
GTEX-117YW-2826-SM-5H116	https://doi.org/10.25491/wmn6-s384	https://doi.org/10.25491/9k65-wm68
GTEX-117YW-2926-SM-5GIEQ	https://doi.org/10.25491/rpj6-5724	https://doi.org/10.25491/rf4g-gt56
GTEX-117YX-0126-SM-5EGH5	https://doi.org/10.25491/njbw-0y39	https://doi.org/10.25491/0xqn-9n78
GTEX-117YX-0226-SM-5EGH6	https://doi.org/10.25491/n26e-xp50	https://doi.org/10.25491/egza-kh13
GTEX-117YX-0326-SM-5GICL	https://doi.org/10.25491/6r7n-8566	https://doi.org/10.25491/m7zs-k160
GTEX-117YX-0526-SM-5EGJH	https://doi.org/10.25491/zqk3-h718	https://doi.org/10.25491/132w-nx18
GTEX-117YX-0626-SM-5EGJI	https://doi.org/10.25491/r3f7-wj32	https://doi.org/10.25491/dzb4-3c16
GTEX-117YX-0726-SM-5GIET	https://doi.org/10.25491/4njs-0d22	https://doi.org/10.25491/871j-ft05
GTEX-117YX-0826-SM-5H11J	https://doi.org/10.25491/t8wf-3165	https://doi.org/10.25491/xjzb-9p74
GTEX-117YX-1026-SM-5H11V	https://doi.org/10.25491/n4e7-3r93	https://doi.org/10.25491/zm7y-fe71
GTEX-117YX-1126-SM-5H128	https://doi.org/10.25491/d00m-8630	https://doi.org/10.25491/dh4w-pk74
GTEX-117YX-1226-SM-5H11S	https://doi.org/10.25491/07fz-aj81	https://doi.org/10.25491/479f-6p29
GTEX-117YX-1326-SM-5H125	https://doi.org/10.25491/8z95-0j83	https://doi.org/10.25491/kvw7-7s36
GTEX-117YX-1426-SM-5H12H	https://doi.org/10.25491/wpt6-ve93	https://doi.org/10.25491/zmdq-bz19
GTEX-117YX-1526-SM-5H12T	https://doi.org/10.25491/46tj-f263	https://doi.org/10.25491/5qjk-kj95
GTEX-117YX-1626-SM-5GZZG	https://doi.org/10.25491/87t7-n796	https://doi.org/10.25491/q7gq-x672
GTEX-117YX-1726-SM-5GZZS	https://doi.org/10.25491/n6tw-n691	https://doi.org/10.25491/kj6z-ng13
GTEX-117YX-1826-SM-5H12K	https://doi.org/10.25491/za41-vj34	https://doi.org/10.25491/2yqn-9w51
GTEX-117YX-1926-SM-5GIEC	https://doi.org/10.25491/4w50-eg48	https://doi.org/10.25491/kmhd-8127
GTEX-117YX-2026-SM-5GIEF	https://doi.org/10.25491/0rs4-2079	https://doi.org/10.25491/e1em-gx34
GTEX-117YX-2126-SM-5GIEL	https://doi.org/10.25491/7rgf-p880	https://doi.org/10.25491/q77r-0c56
GTEX-117YX-2226-SM-5EGJJ	https://doi.org/10.25491/nh04-mm06	https://doi.org/10.25491/h3fa-v818
GTEX-117YX-2326-SM-5H12W	https://doi.org/10.25491/1rcy-qd03	https://doi.org/10.25491/1ane-3w67
GTEX-117YX-2426-SM-5GZZJ	https://doi.org/10.25491/e79e-hy44	https://doi.org/10.25491/b6xg-3t22
GTEX-117YX-2526-SM-5EQ4Q	https://doi.org/10.25491/h81n-4m47	https://doi.org/10.25491/vpb1-jj66
GTEX-117YX-2626-SM-5EQ53	https://doi.org/10.25491/x09e-9k91	https://doi.org/10.25491/z1j7-bb82
GTEX-1192W-0005-SM-5NQBQ	https://doi.org/10.25491/hrhr-pw34	https://doi.org/10.25491/czrn-kc11
GTEX-1192W-0008-SM-5QGRE	https://doi.org/10.25491/562f-cm75	https://doi.org/10.25491/m5wa-s142
GTEX-1192W-0126-SM-5EGGS	https://doi.org/10.25491/g73g-9654	https://doi.org/10.25491/e31p-c898
GTEX-1192W-0226-SM-5EGGT	https://doi.org/10.25491/3swa-db23	https://doi.org/10.25491/nm1y-dt37
GTEX-1192W-0826-SM-5EGHE	https://doi.org/10.25491/sbpj-rv11	https://doi.org/10.25491/9djv-br44
GTEX-1192W-2326-SM-5N9BS	https://doi.org/10.25491/p9rf-cy20	https://doi.org/10.25491/6zsq-jf83
GTEX-1192W-2626-SM-5Q5AF	https://doi.org/10.25491/9gm0-8176	https://doi.org/10.25491/m3aj-gn69
GTEX-1192W-3026-SM-5GZZV	https://doi.org/10.25491/r773-s130	https://doi.org/10.25491/sndd-5896
GTEX-1192X-0005-SM-5NQC3	https://doi.org/10.25491/r9qb-3804	https://doi.org/10.25491/ej7v-wa31
GTEX-1192X-0008-SM-5Q5B7	https://doi.org/10.25491/yhj1-eg69	https://doi.org/10.25491/hkgx-jz23
GTEX-1192X-0226-SM-5H12D	https://doi.org/10.25491/f7ke-ss31	https://doi.org/10.25491/tha0-dk56
GTEX-1192X-0326-SM-5H11U	https://doi.org/10.25491/d4em-jm03	https://doi.org/10.25491/dxkq-ez76
GTEX-1192X-0426-SM-5GIEE	https://doi.org/10.25491/kj6s-tx78	https://doi.org/10.25491/3cex-9a11
GTEX-1192X-0726-SM-5987R	https://doi.org/10.25491/k7h5-z710	https://doi.org/10.25491/t8yg-qz38
GTEX-1192X-1026-SM-5H12P	https://doi.org/10.25491/1fag-c510	https://doi.org/10.25491/t1v0-sr95
GTEX-1192X-1126-SM-5EGGU	https://doi.org/10.25491/y5kz-jq21	https://doi.org/10.25491/6djc-hp43
GTEX-1192X-1526-SM-5H11I	https://doi.org/10.25491/5m7c-dx68	https://doi.org/10.25491/4j5s-yx35
GTEX-1192X-1826-SM-5GIE2	https://doi.org/10.25491/n1n0-kk41	https://doi.org/10.25491/7ze2-mn68
GTEX-1192X-2326-SM-5987X	https://doi.org/10.25491/rstp-f557	https://doi.org/10.25491/wndq-6j17
GTEX-1192X-2526-SM-59868	https://doi.org/10.25491/75wh-qs17	https://doi.org/10.25491/xqez-zq16
GTEX-1192X-2726-SM-5N9DN	https://doi.org/10.25491/q3th-6681	https://doi.org/10.25491/npam-5043
GTEX-1192X-2926-SM-5N9BA	https://doi.org/10.25491/5dk4-4y89	https://doi.org/10.25491/qjmc-4y29
GTEX-1192X-3026-SM-5N9BM	https://doi.org/10.25491/0k4k-8h52	https://doi.org/10.25491/25kd-8403
GTEX-1192X-3126-SM-5N9BY	https://doi.org/10.25491/4yq7-7570	https://doi.org/10.25491/p5xg-bb62
GTEX-1192X-3226-SM-5987D	https://doi.org/10.25491/g35s-te30	https://doi.org/10.25491/q26d-7w87
GTEX-11DXW-0006-SM-5NQ7Y	https://doi.org/10.25491/v2hq-8431	https://doi.org/10.25491/hggg-wg07
GTEX-11DXW-0008-SM-5Q59V	https://doi.org/10.25491/3mwa-4x50	https://doi.org/10.25491/82pe-sj68
GTEX-11DXW-0226-SM-5H122	https://doi.org/10.25491/51xf-5v43	https://doi.org/10.25491/sx9g-ws95
